Horario;Conta;Instrumento;Lado;Qtd Ordem;Qtd Execucao Atual;Qtd Executada Acumulada;Preco Executado;Notional Ordem;Notional Exec Atual;Notional Exec Acumulada;Entering Trader
2025-06-29T16:20:57.450271800;ACC005;RENT3;1;2913;2093;2093;22.12;64435.56;46297.16;46297.16;TRADER308
2025-06-29T16:20:57.450271800;ACC004;VALE3;1;6592;6379;6379;25.01;164865.92;159538.79;159538.79;TRADER239
2025-06-29T16:20:57.450271800;ACC006;RENT3;2;5341;875;875;27.84;148693.44;24360.00;24360.00;TRADER696
2025-06-29T16:20:57.450271800;ACC009;RADL3;1;6787;3533;3533;14.91;101194.17;52677.03;52677.03;TRADER886
2025-06-29T16:20:57.450271800;ACC009;VALE3;2;5054;3634;3634;21.55;108913.70;78312.70;78312.70;TRADER508
2025-06-29T16:20:57.450271800;ACC004;WEGE3;2;3854;2186;2186;19.81;76347.74;43304.66;43304.66;TRADER307
2025-06-29T16:20:57.450271800;ACC008;BBAS3;1;9219;6406;6406;14.93;137639.67;95641.58;95641.58;TRADER842
2025-06-29T16:20:57.450271800;ACC006;RENT3;2;7719;5204;5204;25.70;198378.30;133742.80;133742.80;TRADER552
2025-06-29T16:20:57.450271800;ACC003;BBAS3;2;9185;698;698;25.58;234952.30;17854.84;17854.84;TRADER981
2025-06-29T16:20:57.450271800;ACC008;RADL3;1;3622;218;218;24.85;90006.70;5417.30;5417.30;TRADER895
2025-06-29T16:20:57.450271800;ACC003;BBDC4;1;4560;2322;2322;19.17;87415.20;44512.74;44512.74;TRADER120
2025-06-29T16:20:57.450271800;ACC002;WEGE3;2;8361;1299;1299;14.47;120983.67;18796.53;18796.53;TRADER850
2025-06-29T16:20:57.450271800;ACC007;BBAS3;1;3518;2779;2779;24.59;86507.62;68335.61;68335.61;TRADER517
2025-06-29T16:20:57.450271800;ACC005;ITUB4;1;6997;3123;3123;23.91;167298.27;74670.93;74670.93;TRADER141
2025-06-29T16:20:57.450271800;ACC005;BBDC4;1;3609;406;406;24.57;88673.13;9975.42;9975.42;TRADER998
2025-06-29T16:20:57.450271800;ACC009;WEGE3;2;6035;3689;3689;15.61;94206.35;57585.29;57585.29;TRADER457
2025-06-29T16:20:57.450271800;ACC010;BBAS3;1;2600;628;628;29.37;76362.00;18444.36;18444.36;TRADER415
2025-06-29T16:20:57.450271800;ACC007;ABEV3;2;6823;144;144;29.72;202779.56;4279.68;4279.68;TRADER146
2025-06-29T16:20:57.450271800;ACC005;PETR4;2;8665;4246;4246;26.11;226243.15;110863.06;110863.06;TRADER24
2025-06-29T16:20:57.450271800;ACC005;RENT3;2;4433;2927;2927;27.54;122084.82;80609.58;80609.58;TRADER529
2025-06-29T16:20:57.450271800;ACC004;BBAS3;1;6276;5190;5190;21.43;134494.68;111221.70;111221.70;TRADER934
2025-06-29T16:20:57.450271800;ACC010;ITUB4;2;1576;803;803;13.92;21937.92;11177.76;11177.76;TRADER522
2025-06-29T16:20:57.450271800;ACC003;RENT3;2;5422;143;143;19.82;107464.04;2834.26;2834.26;TRADER818
2025-06-29T16:20:57.450271800;ACC008;ITUB4;2;7289;3151;3151;23.56;171728.84;74237.56;74237.56;TRADER734
2025-06-29T16:20:57.450271800;ACC002;RENT3;1;9789;3177;3177;25.43;248934.27;80791.11;80791.11;TRADER391
2025-06-29T16:20:57.450271800;ACC002;RADL3;1;9435;6894;6894;21.44;202286.40;147807.36;147807.36;TRADER649
2025-06-29T16:20:57.450271800;ACC003;ITUB4;2;2946;1663;1663;19.85;58478.10;33010.55;33010.55;TRADER32
2025-06-29T16:20:57.450271800;ACC002;ABEV3;2;1901;652;652;12.29;23363.29;8013.08;8013.08;TRADER900
2025-06-29T16:20:57.450271800;ACC007;RADL3;2;8393;1835;1835;13.40;112466.20;24589.00;24589.00;TRADER39
2025-06-29T16:20:57.450271800;ACC007;SUZB3;1;3141;1711;1711;19.35;60778.35;33107.85;33107.85;TRADER347
2025-06-29T16:20:57.450271800;ACC003;ITUB4;1;8601;7570;7570;12.53;107770.53;94852.10;94852.10;TRADER782
2025-06-29T16:20:57.450271800;ACC001;ITUB4;2;6657;2697;2697;17.41;115898.37;46954.77;46954.77;TRADER807
2025-06-29T16:20:57.450271800;ACC001;RADL3;1;3874;1189;1189;11.01;42652.74;13090.89;13090.89;TRADER904
2025-06-29T16:20:57.450271800;ACC009;ITUB4;1;3345;836;836;10.15;33951.75;8485.40;8485.40;TRADER659
2025-06-29T16:20:57.450271800;ACC007;ITUB4;2;9928;8811;8811;17.28;171555.84;152254.08;152254.08;TRADER287
2025-06-29T16:20:57.450271800;ACC003;RADL3;1;4666;1675;1675;26.99;125935.34;45208.25;45208.25;TRADER835
2025-06-29T16:20:57.454297100;ACC004;RADL3;2;8756;7523;7523;15.76;137994.56;118562.48;118562.48;TRADER287
2025-06-29T16:20:57.454297100;ACC008;RADL3;2;3268;2073;2073;19.46;63595.28;40340.58;40340.58;TRADER463
2025-06-29T16:20:57.454297100;ACC004;RENT3;1;1571;1026;1026;24.55;38568.05;25188.30;25188.30;TRADER561
2025-06-29T16:20:57.454297100;ACC006;BBAS3;2;7548;2312;2312;22.16;167263.68;51233.92;51233.92;TRADER459
2025-06-29T16:20:57.454297100;ACC008;ABEV3;2;3716;559;559;17.13;63655.08;9575.67;9575.67;TRADER680
2025-06-29T16:20:57.454297100;ACC008;ITUB4;1;2610;2501;2501;28.33;73941.30;70853.33;70853.33;TRADER962
2025-06-29T16:20:57.454297100;ACC006;VALE3;1;6982;2159;2159;20.71;144597.22;44712.89;44712.89;TRADER614
2025-06-29T16:20:57.454297100;ACC006;WEGE3;2;2155;1833;1833;15.31;32993.05;28063.23;28063.23;TRADER845
2025-06-29T16:20:57.454297100;ACC006;VALE3;1;2262;2142;2142;28.66;64828.92;61389.72;61389.72;TRADER767
2025-06-29T16:20:57.454297100;ACC001;RENT3;2;1950;165;165;19.76;38532.00;3260.40;3260.40;TRADER879
2025-06-29T16:20:57.454297100;ACC009;BBAS3;1;3300;186;186;29.84;98472.00;5550.24;5550.24;TRADER404
2025-06-29T16:20:57.454297100;ACC007;VALE3;1;8930;7130;7130;27.74;247718.20;197786.20;197786.20;TRADER451
2025-06-29T16:20:57.454297100;ACC005;ABEV3;1;2446;1544;1544;22.04;53909.84;34029.76;34029.76;TRADER551
2025-06-29T16:20:57.454297100;ACC008;ABEV3;2;7405;7275;7275;29.91;221483.55;217595.25;217595.25;TRADER540
2025-06-29T16:20:57.454297100;ACC003;RADL3;2;8826;4901;4901;22.55;199026.30;110517.55;110517.55;TRADER477
2025-06-29T16:20:57.454297100;ACC005;WEGE3;1;5198;656;656;16.69;86754.62;10948.64;10948.64;TRADER979
2025-06-29T16:20:57.454297100;ACC006;BBAS3;1;9319;8030;8030;13.07;121799.33;104952.10;104952.10;TRADER86
2025-06-29T16:20:57.454297100;ACC007;RENT3;1;3179;2839;2839;13.62;43297.98;38667.18;38667.18;TRADER475
2025-06-29T16:20:57.454297100;ACC003;RADL3;2;4851;1108;1108;21.70;105266.70;24043.60;24043.60;TRADER190
2025-06-29T16:20:57.454297100;ACC005;BBDC4;2;4555;1489;1489;21.92;99845.60;32638.88;32638.88;TRADER511
2025-06-29T16:20:57.454297100;ACC008;PETR4;2;6886;2455;2455;29.66;204238.76;72815.30;72815.30;TRADER455
2025-06-29T16:20:57.454297100;ACC001;ITUB4;1;6371;5034;5034;14.38;91614.98;72388.92;72388.92;TRADER737
2025-06-29T16:20:57.454297100;ACC001;PETR4;2;5252;4128;4128;15.08;79200.16;62250.24;62250.24;TRADER611
2025-06-29T16:20:57.454297100;ACC009;ABEV3;1;5428;4828;4828;21.64;117461.92;104477.92;104477.92;TRADER332
2025-06-29T16:20:57.454297100;ACC009;WEGE3;1;4502;140;140;11.73;52808.46;1642.20;1642.20;TRADER469
2025-06-29T16:20:57.454297100;ACC002;VALE3;2;3922;3633;3633;28.87;113228.14;104884.71;104884.71;TRADER330
2025-06-29T16:20:57.454297100;ACC007;ITUB4;1;9681;8220;8220;25.03;242315.43;205746.60;205746.60;TRADER176
2025-06-29T16:20:57.454297100;ACC010;BBDC4;1;7334;1986;1986;28.04;205645.36;55687.44;55687.44;TRADER366
2025-06-29T16:20:57.454297100;ACC009;SUZB3;2;2604;794;794;13.06;34008.24;10369.64;10369.64;TRADER918
2025-06-29T16:20:57.454297100;ACC007;SUZB3;1;4628;3691;3691;15.81;73168.68;58354.71;58354.71;TRADER754
2025-06-29T16:20:57.454297100;ACC007;RENT3;1;1814;1466;1466;25.08;45495.12;36767.28;36767.28;TRADER273
2025-06-29T16:20:57.454297100;ACC002;SUZB3;2;5876;1647;1647;12.09;71040.84;19912.23;19912.23;TRADER881
2025-06-29T16:20:57.454297100;ACC006;ITUB4;1;1644;874;874;15.15;24906.60;13241.10;13241.10;TRADER116
2025-06-29T16:20:57.454297100;ACC008;SUZB3;1;6124;2514;2514;19.37;118621.88;48696.18;48696.18;TRADER613
2025-06-29T16:20:57.454297100;ACC005;VALE3;2;4310;190;190;13.46;58012.60;2557.40;2557.40;TRADER986
2025-06-29T16:20:57.454297100;ACC004;BBAS3;2;3571;2486;2486;27.94;99773.74;69458.84;69458.84;TRADER153
2025-06-29T16:20:57.454297100;ACC003;VALE3;1;9762;2805;2805;22.92;223745.04;64290.60;64290.60;TRADER236
2025-06-29T16:20:57.454297100;ACC002;ABEV3;1;7055;4100;4100;16.98;119793.90;69618.00;69618.00;TRADER631
2025-06-29T16:20:57.454297100;ACC006;BBDC4;2;3070;1248;1248;13.60;41752.00;16972.80;16972.80;TRADER230
2025-06-29T16:20:57.454297100;ACC002;RENT3;2;1007;319;319;26.70;26886.90;8517.30;8517.30;TRADER410
2025-06-29T16:20:57.454297100;ACC008;PETR4;1;2609;2129;2129;12.53;32690.77;26676.37;26676.37;TRADER714
2025-06-29T16:20:57.454297100;ACC008;WEGE3;1;9913;3259;3259;21.59;214021.67;70361.81;70361.81;TRADER788
2025-06-29T16:20:57.454297100;ACC008;RENT3;2;6553;3879;3879;11.60;76014.80;44996.40;44996.40;TRADER235
2025-06-29T16:20:57.454297100;ACC006;RENT3;1;6460;5096;5096;29.72;191991.20;151453.12;151453.12;TRADER143
2025-06-29T16:20:57.454297100;ACC002;PETR4;1;2093;816;816;20.96;43869.28;17103.36;17103.36;TRADER490
2025-06-29T16:20:57.454297100;ACC006;ABEV3;2;1837;942;942;28.43;52225.91;26781.06;26781.06;TRADER271
2025-06-29T16:20:57.454297100;ACC008;PETR4;2;1396;1315;1315;20.62;28785.52;27115.30;27115.30;TRADER947
2025-06-29T16:20:57.454297100;ACC010;RADL3;2;4677;2126;2126;11.24;52569.48;23896.24;23896.24;TRADER814
2025-06-29T16:20:57.454297100;ACC001;RADL3;1;7204;3908;3908;27.73;199766.92;108368.84;108368.84;TRADER32
2025-06-29T16:20:57.454297100;ACC002;SUZB3;2;9720;9069;9069;16.17;157172.40;146645.73;146645.73;TRADER678
2025-06-29T16:20:57.454297100;ACC010;PETR4;2;9203;2529;2529;22.24;204674.72;56244.96;56244.96;TRADER180
2025-06-29T16:20:57.454297100;ACC001;RENT3;1;1302;681;681;20.60;26821.20;14028.60;14028.60;TRADER513
2025-06-29T16:20:57.454297100;ACC006;BBDC4;2;4584;4111;4111;18.42;84437.28;75724.62;75724.62;TRADER192
2025-06-29T16:20:57.454297100;ACC006;SUZB3;1;1454;126;126;12.58;18291.32;1585.08;1585.08;TRADER547
2025-06-29T16:20:57.454297100;ACC001;RENT3;2;5761;3500;3500;14.79;85205.19;51765.00;51765.00;TRADER48
2025-06-29T16:20:57.454297100;ACC010;SUZB3;1;1045;546;546;13.85;14473.25;7562.10;7562.10;TRADER966
2025-06-29T16:20:57.454297100;ACC001;RADL3;1;4838;2364;2364;20.23;97872.74;47823.72;47823.72;TRADER902
2025-06-29T16:20:57.454297100;ACC006;RENT3;1;3370;2126;2126;14.57;49100.90;30975.82;30975.82;TRADER444
2025-06-29T16:20:57.454297100;ACC005;SUZB3;1;2843;194;194;18.58;52822.94;3604.52;3604.52;TRADER740
2025-06-29T16:20:57.454297100;ACC005;ABEV3;2;6428;4844;4844;24.77;159221.56;119985.88;119985.88;TRADER247
2025-06-29T16:20:57.454297100;ACC002;WEGE3;1;3457;2374;2374;19.50;67411.50;46293.00;46293.00;TRADER829
2025-06-29T16:20:57.454297100;ACC008;RADL3;2;8753;5498;5498;12.78;111863.34;70264.44;70264.44;TRADER555
2025-06-29T16:20:57.454297100;ACC008;ABEV3;1;5653;4037;4037;28.13;159018.89;113560.81;113560.81;TRADER564
2025-06-29T16:20:57.454297100;ACC010;RADL3;1;4824;4300;4300;25.45;122770.80;109435.00;109435.00;TRADER785
2025-06-29T16:20:57.454297100;ACC005;ABEV3;1;9846;6291;6291;11.09;109192.14;69767.19;69767.19;TRADER43
2025-06-29T16:20:57.454297100;ACC002;ABEV3;1;5671;2424;2424;10.56;59885.76;25597.44;25597.44;TRADER469
2025-06-29T16:20:57.454297100;ACC006;RENT3;2;2114;1641;1641;21.37;45176.18;35068.17;35068.17;TRADER452
2025-06-29T16:20:57.454297100;ACC008;VALE3;1;8884;3568;3568;26.19;232671.96;93445.92;93445.92;TRADER784
2025-06-29T16:20:57.454297100;ACC006;PETR4;1;2545;1809;1809;29.83;75917.35;53962.47;53962.47;TRADER338
2025-06-29T16:20:57.454297100;ACC002;SUZB3;2;9231;7725;7725;27.40;252929.40;211665.00;211665.00;TRADER838
2025-06-29T16:20:57.454297100;ACC009;RADL3;1;7791;2381;2381;15.72;122474.52;37429.32;37429.32;TRADER392
2025-06-29T16:20:57.454297100;ACC006;WEGE3;2;8493;2930;2930;25.01;212409.93;73279.30;73279.30;TRADER928
2025-06-29T16:20:57.454297100;ACC005;SUZB3;1;7085;213;213;13.87;98268.95;2954.31;2954.31;TRADER816
2025-06-29T16:20:57.454297100;ACC008;ABEV3;1;5622;2518;2518;16.87;94843.14;42478.66;42478.66;TRADER626
2025-06-29T16:20:57.454297100;ACC001;WEGE3;2;5536;4283;4283;21.19;117307.84;90756.77;90756.77;TRADER724
2025-06-29T16:20:57.454297100;ACC008;PETR4;2;5231;1335;1335;16.44;85997.64;21947.40;21947.40;TRADER749
2025-06-29T16:20:57.454297100;ACC006;PETR4;1;4751;4085;4085;29.94;142244.94;122304.90;122304.90;TRADER767
2025-06-29T16:20:57.454297100;ACC009;BBAS3;2;6463;2444;2444;28.92;186909.96;70680.48;70680.48;TRADER117
2025-06-29T16:20:57.454297100;ACC002;WEGE3;2;7472;599;599;20.42;152578.24;12231.58;12231.58;TRADER660
2025-06-29T16:20:57.454297100;ACC001;PETR4;2;2837;2452;2452;29.92;84883.04;73363.84;73363.84;TRADER739
2025-06-29T16:20:57.454297100;ACC005;ITUB4;1;1027;844;844;10.65;10937.55;8988.60;8988.60;TRADER868
2025-06-29T16:20:57.454297100;ACC010;ITUB4;2;8592;1733;1733;26.75;229836.00;46357.75;46357.75;TRADER227
2025-06-29T16:20:57.454297100;ACC002;ABEV3;2;8004;5641;5641;25.63;205142.52;144578.83;144578.83;TRADER371
2025-06-29T16:20:57.454297100;ACC006;WEGE3;1;2356;353;353;27.54;64884.24;9721.62;9721.62;TRADER70
2025-06-29T16:20:57.454297100;ACC008;ABEV3;2;6484;4449;4449;13.68;88701.12;60862.32;60862.32;TRADER683
2025-06-29T16:20:57.454297100;ACC005;RENT3;1;3266;530;530;28.01;91480.66;14845.30;14845.30;TRADER391
2025-06-29T16:20:57.454297100;ACC009;VALE3;1;4104;54;54;22.58;92668.32;1219.32;1219.32;TRADER951
2025-06-29T16:20:57.454297100;ACC003;ABEV3;2;4632;222;222;11.30;52341.60;2508.60;2508.60;TRADER58
2025-06-29T16:20:57.454297100;ACC003;WEGE3;1;3175;2636;2636;12.94;41084.50;34109.84;34109.84;TRADER120
2025-06-29T16:20:57.454297100;ACC007;RENT3;2;5700;3088;3088;20.56;117192.00;63489.28;63489.28;TRADER759
2025-06-29T16:20:57.454297100;ACC004;SUZB3;1;6143;4306;4306;11.47;70460.21;49389.82;49389.82;TRADER234
2025-06-29T16:20:57.454297100;ACC003;RADL3;2;3204;2731;2731;29.79;95447.16;81356.49;81356.49;TRADER530
2025-06-29T16:20:57.454297100;ACC002;BBDC4;1;4000;3689;3689;11.70;46800.00;43161.30;43161.30;TRADER199
2025-06-29T16:20:57.454297100;ACC010;RENT3;1;5360;3810;3810;22.61;121189.60;86144.10;86144.10;TRADER549
2025-06-29T16:20:57.454297100;ACC004;RADL3;2;7486;5200;5200;14.75;110418.50;76700.00;76700.00;TRADER554
2025-06-29T16:20:57.454297100;ACC010;WEGE3;2;4653;2271;2271;14.34;66724.02;32566.14;32566.14;TRADER700
2025-06-29T16:20:57.454297100;ACC002;RENT3;2;7042;2224;2224;27.65;194711.30;61493.60;61493.60;TRADER476
2025-06-29T16:20:57.454297100;ACC003;BBAS3;1;1707;399;399;17.33;29582.31;6914.67;6914.67;TRADER127
2025-06-29T16:20:57.454297100;ACC001;RENT3;1;4977;759;759;21.94;109195.38;16652.46;16652.46;TRADER297
2025-06-29T16:20:57.454297100;ACC005;BBDC4;2;8655;8360;8360;14.61;126449.55;122139.60;122139.60;TRADER474
2025-06-29T16:20:57.454297100;ACC001;WEGE3;1;3714;819;819;19.92;73982.88;16314.48;16314.48;TRADER371
2025-06-29T16:20:57.454297100;ACC008;ITUB4;2;6240;3067;3067;11.98;74755.20;36742.66;36742.66;TRADER183
2025-06-29T16:20:57.454297100;ACC010;ABEV3;2;8355;3908;3908;21.37;178546.35;83513.96;83513.96;TRADER508
2025-06-29T16:20:57.454297100;ACC010;RENT3;1;5949;2977;2977;23.64;140634.36;70376.28;70376.28;TRADER441
2025-06-29T16:20:57.454297100;ACC002;BBDC4;1;4684;4653;4653;28.06;131433.04;130563.18;130563.18;TRADER799
2025-06-29T16:20:57.454297100;ACC008;VALE3;1;3981;1099;1099;11.37;45263.97;12495.63;12495.63;TRADER746
2025-06-29T16:20:57.454297100;ACC008;RADL3;1;1049;344;344;28.88;30295.12;9934.72;9934.72;TRADER127
2025-06-29T16:20:57.454297100;ACC006;RADL3;2;6428;4861;4861;22.36;143730.08;108691.96;108691.96;TRADER773
2025-06-29T16:20:57.454297100;ACC005;ITUB4;1;8963;2169;2169;12.96;116160.48;28110.24;28110.24;TRADER582
2025-06-29T16:20:57.454297100;ACC007;VALE3;2;4075;3549;3549;15.86;64629.50;56287.14;56287.14;TRADER133
2025-06-29T16:20:57.454297100;ACC009;SUZB3;2;7951;6121;6121;23.48;186689.48;143721.08;143721.08;TRADER382
2025-06-29T16:20:57.454297100;ACC001;RENT3;2;6264;4447;4447;13.54;84814.56;60212.38;60212.38;TRADER618
2025-06-29T16:20:57.454297100;ACC005;VALE3;2;1908;578;578;29.74;56743.92;17189.72;17189.72;TRADER282
2025-06-29T16:20:57.454297100;ACC007;VALE3;2;9617;7005;7005;13.82;132906.94;96809.10;96809.10;TRADER426
2025-06-29T16:20:57.454297100;ACC004;BBDC4;1;7624;1127;1127;19.97;152251.28;22506.19;22506.19;TRADER821
2025-06-29T16:20:57.454297100;ACC001;VALE3;2;3140;2417;2417;15.18;47665.20;36690.06;36690.06;TRADER708
2025-06-29T16:20:57.454297100;ACC004;RADL3;1;4898;1035;1035;22.59;110645.82;23380.65;23380.65;TRADER177
2025-06-29T16:20:57.454297100;ACC010;ITUB4;2;5105;2730;2730;18.48;94340.40;50450.40;50450.40;TRADER422
2025-06-29T16:20:57.454297100;ACC007;ABEV3;1;3385;954;954;28.46;96337.10;27150.84;27150.84;TRADER792
2025-06-29T16:20:57.454297100;ACC002;BBAS3;1;3485;81;81;23.42;81618.70;1897.02;1897.02;TRADER991
2025-06-29T16:20:57.454297100;ACC009;RADL3;1;3579;3453;3453;11.56;41373.24;39916.68;39916.68;TRADER357
2025-06-29T16:20:57.454297100;ACC008;SUZB3;1;3416;347;347;19.27;65826.32;6686.69;6686.69;TRADER524
2025-06-29T16:20:57.454297100;ACC002;RENT3;1;2334;524;524;10.93;25510.62;5727.32;5727.32;TRADER267
2025-06-29T16:20:57.454297100;ACC004;ITUB4;1;2087;400;400;14.81;30908.47;5924.00;5924.00;TRADER759
2025-06-29T16:20:57.454297100;ACC003;SUZB3;2;7720;166;166;21.25;164050.00;3527.50;3527.50;TRADER723
2025-06-29T16:20:57.454297100;ACC009;WEGE3;2;6657;2928;2928;17.66;117562.62;51708.48;51708.48;TRADER274
2025-06-29T16:20:57.454297100;ACC003;SUZB3;2;7682;4840;4840;24.68;189591.76;119451.20;119451.20;TRADER1
2025-06-29T16:20:57.454297100;ACC007;SUZB3;1;2949;1419;1419;18.09;53347.41;25669.71;25669.71;TRADER520
2025-06-29T16:20:57.454297100;ACC006;PETR4;1;5000;2419;2419;21.60;108000.00;52250.40;52250.40;TRADER591
2025-06-29T16:20:57.454297100;ACC009;BBDC4;1;1641;741;741;17.32;28422.12;12834.12;12834.12;TRADER11
2025-06-29T16:20:57.454297100;ACC002;RENT3;2;3202;615;615;22.74;72813.48;13985.10;13985.10;TRADER264
2025-06-29T16:20:57.454297100;ACC007;WEGE3;1;5124;5020;5020;25.43;130303.32;127658.60;127658.60;TRADER421
2025-06-29T16:20:57.454297100;ACC002;RADL3;2;4045;3820;3820;10.43;42189.35;39842.60;39842.60;TRADER357
2025-06-29T16:20:57.454297100;ACC004;BBDC4;1;7428;4098;4098;18.91;140463.48;77493.18;77493.18;TRADER634
2025-06-29T16:20:57.454297100;ACC009;ITUB4;2;7617;1507;1507;21.27;162013.59;32053.89;32053.89;TRADER322
2025-06-29T16:20:57.454297100;ACC008;BBDC4;1;9656;7208;7208;13.07;126203.92;94208.56;94208.56;TRADER292
2025-06-29T16:20:57.454297100;ACC009;VALE3;1;2100;1434;1434;28.13;59073.00;40338.42;40338.42;TRADER665
2025-06-29T16:20:57.454297100;ACC004;WEGE3;1;3413;1537;1537;29.16;99523.08;44818.92;44818.92;TRADER853
2025-06-29T16:20:57.454297100;ACC006;RENT3;2;9412;2452;2452;23.84;224382.08;58455.68;58455.68;TRADER964
2025-06-29T16:20:57.454297100;ACC009;ITUB4;2;1572;503;503;21.49;33782.28;10809.47;10809.47;TRADER711
2025-06-29T16:20:57.454297100;ACC003;PETR4;1;3313;1471;1471;14.16;46912.08;20829.36;20829.36;TRADER983
2025-06-29T16:20:57.454297100;ACC006;ABEV3;1;6913;1047;1047;14.51;100307.63;15191.97;15191.97;TRADER302
2025-06-29T16:20:57.454297100;ACC007;ABEV3;1;4935;4704;4704;12.76;62970.60;60023.04;60023.04;TRADER131
2025-06-29T16:20:57.454297100;ACC004;RENT3;1;3805;334;334;24.95;94934.75;8333.30;8333.30;TRADER940
2025-06-29T16:20:57.454297100;ACC006;BBAS3;2;5583;4905;4905;15.58;86983.14;76419.90;76419.90;TRADER499
2025-06-29T16:20:57.454297100;ACC006;ITUB4;1;7996;623;623;29.15;233083.40;18160.45;18160.45;TRADER138
2025-06-29T16:20:57.454297100;ACC004;SUZB3;1;9566;4909;4909;17.30;165491.80;84925.70;84925.70;TRADER817
2025-06-29T16:20:57.454297100;ACC006;WEGE3;1;2918;2781;2781;20.56;59994.08;57177.36;57177.36;TRADER157
2025-06-29T16:20:57.454297100;ACC008;ITUB4;1;4683;2247;2247;17.48;81858.84;39277.56;39277.56;TRADER440
2025-06-29T16:20:57.454297100;ACC007;RADL3;2;1921;978;978;27.56;52942.76;26953.68;26953.68;TRADER278
2025-06-29T16:20:57.454297100;ACC009;RADL3;2;9124;7333;7333;28.86;263318.64;211630.38;211630.38;TRADER851
2025-06-29T16:20:57.454297100;ACC009;RENT3;1;1836;1265;1265;26.72;49057.92;33800.80;33800.80;TRADER39
2025-06-29T16:20:57.454297100;ACC004;RENT3;1;1344;736;736;25.45;34204.80;18731.20;18731.20;TRADER700
2025-06-29T16:20:57.454297100;ACC009;BBDC4;1;9069;1302;1302;11.43;103658.67;14881.86;14881.86;TRADER108
2025-06-29T16:20:57.454297100;ACC002;ITUB4;1;5566;3445;3445;13.11;72970.26;45163.95;45163.95;TRADER181
2025-06-29T16:20:57.454297100;ACC006;ABEV3;2;2603;2380;2380;21.12;54975.36;50265.60;50265.60;TRADER590
2025-06-29T16:20:57.454297100;ACC009;ITUB4;1;1267;334;334;29.89;37870.63;9983.26;9983.26;TRADER121
2025-06-29T16:20:57.454297100;ACC009;BBAS3;1;4532;2238;2238;21.10;95625.20;47221.80;47221.80;TRADER369
2025-06-29T16:20:57.454297100;ACC005;BBDC4;2;1343;491;491;29.09;39067.87;14283.19;14283.19;TRADER443
2025-06-29T16:20:57.454297100;ACC007;VALE3;1;9735;4539;4539;28.08;273358.80;127455.12;127455.12;TRADER534
2025-06-29T16:20:57.454297100;ACC001;PETR4;2;2744;1238;1238;22.33;61273.52;27644.54;27644.54;TRADER276
2025-06-29T16:20:57.454297100;ACC007;RADL3;1;1433;559;559;21.45;30737.85;11990.55;11990.55;TRADER985
2025-06-29T16:20:57.454297100;ACC010;RENT3;2;3404;1092;1092;25.29;86087.16;27616.68;27616.68;TRADER744
2025-06-29T16:20:57.454297100;ACC003;RADL3;2;4899;1698;1698;25.44;124630.56;43197.12;43197.12;TRADER795
2025-06-29T16:20:57.454297100;ACC009;VALE3;1;3146;1117;1117;13.77;43320.42;15381.09;15381.09;TRADER722
2025-06-29T16:20:57.454297100;ACC010;SUZB3;1;3673;643;643;12.18;44737.14;7831.74;7831.74;TRADER120
2025-06-29T16:20:57.454297100;ACC002;WEGE3;1;2377;958;958;22.57;53648.89;21622.06;21622.06;TRADER562
2025-06-29T16:20:57.454297100;ACC009;VALE3;2;7300;6943;6943;20.81;151913.00;144483.83;144483.83;TRADER537
2025-06-29T16:20:57.454297100;ACC006;WEGE3;1;1494;1446;1446;24.80;37051.20;35860.80;35860.80;TRADER797
2025-06-29T16:20:57.454297100;ACC001;VALE3;1;2808;2051;2051;12.62;35436.96;25883.62;25883.62;TRADER537
2025-06-29T16:20:57.454297100;ACC001;ITUB4;1;6873;1412;1412;14.18;97459.14;20022.16;20022.16;TRADER668
2025-06-29T16:20:57.454297100;ACC007;VALE3;2;2165;420;420;27.38;59277.70;11499.60;11499.60;TRADER939
2025-06-29T16:20:57.454297100;ACC002;RADL3;2;9832;8005;8005;17.89;175894.48;143209.45;143209.45;TRADER34
2025-06-29T16:20:57.454297100;ACC002;BBAS3;1;3721;2490;2490;10.93;40670.53;27215.70;27215.70;TRADER538
2025-06-29T16:20:57.454297100;ACC010;BBAS3;2;7441;4935;4935;12.64;94054.24;62378.40;62378.40;TRADER169
2025-06-29T16:20:57.454297100;ACC004;BBAS3;1;8923;5356;5356;29.07;259391.61;155698.92;155698.92;TRADER759
2025-06-29T16:20:57.454297100;ACC002;BBDC4;2;7220;1360;1360;21.43;154724.60;29144.80;29144.80;TRADER629
2025-06-29T16:20:57.454297100;ACC009;RADL3;2;9713;1061;1061;27.82;270215.66;29517.02;29517.02;TRADER789
2025-06-29T16:20:57.454297100;ACC008;BBDC4;1;7821;630;630;13.60;106365.60;8568.00;8568.00;TRADER175
2025-06-29T16:20:57.454297100;ACC003;SUZB3;1;6906;596;596;25.23;174238.38;15037.08;15037.08;TRADER696
2025-06-29T16:20:57.454297100;ACC010;BBAS3;2;5757;2181;2181;15.85;91248.45;34568.85;34568.85;TRADER113
2025-06-29T16:20:57.454297100;ACC010;SUZB3;1;4084;2101;2101;24.65;100670.60;51789.65;51789.65;TRADER792
2025-06-29T16:20:57.454297100;ACC009;PETR4;2;3313;1769;1769;26.64;88258.32;47126.16;47126.16;TRADER568
2025-06-29T16:20:57.454297100;ACC010;PETR4;1;9742;5045;5045;24.73;240919.66;124762.85;124762.85;TRADER545
